LGA,WARD,name,type,ownership,code,lga,Type_2,ownership2,no,
,,NKST CHC Gboko,PRIMARY,PRIVATE,7,5,1,2,32,
,,Verem Hosp Gboko,SECONDARY,PRIVATE,7,5,2,2,33,
,,Queens Hosp. Gboko,SECONDARY,PRIVATE,7,5,2,2,34,
,,Faith Cli Gboko,PRIMARY,PRIVATE,7,5,1,2,35,
,,Prosgress Annex,PRIMARY,PRIVATE,7,5,1,2,36,
,Gboko Central,Samnan Cli Gboko,PRIMARY,PRIVATE,7,5,1,2,37,
,,Jokase Clinic Gbo,PRIMARY,PRIVATE,7,5,1,2,38,
,,Aiuna Cli & MatGbo,SECONDARY,PRIVATE,7,5,2,2,39,
,,Atov H.Post Gbo,PRIMARY,PRIVATE,7,5,1,2,40,
,Mbakpegh,NKST Hosp ,SECONDARY,PRIVATE,7,5,2,2,41,
,,NKST Rehab.Mkar,SECONDARY,PRIVATE,7,5,2,2,42,
,,Ameladu Clinic,PRIMARY,PUBLIC,7,5,1,1,43,
,,Fagwa Clinic,PRIMARY,PRIVATE,7,5,1,2,44,
,,Mbaakanku clinic,PRIMARY,PUBLIC,7,5,1,1,45,
,,Mbakyundu Clinic,PRIMARY,PUBLIC,7,5,1,1,46,
,,Mbaalom CHC,PRIMARY,PUBLIC,7,5,1,1,47,
,,Kperanya Clinic,PRIMARY,PRIVATE,7,5,1,2,48,
,,Jordan Hosp ,SECONDARY,PRIVATE,7,5,2,2,49,
,Igyoruv,PHC Ambighir,PRIMARY,PRIVATE,7,5,1,2,50,
,,Igyoruv ppl clinic,PRIMARY,PRIVATE,7,5,1,2,51,
,,Mbashabu Clinic,PRIMARY,PUBLIC,7,5,1,1,52,
,,Kumbur-AnyiaClinic,PRIMARY,PUBLIC,7,5,1,1,53,
,,Chembe CHC,PRIMARY,PUBLIC,7,5,1,1,54,
,,PHC Akpegher,PRIMARY,PUBLIC,7,5,1,1,55,
,,WIN Ikyumbur,PRIMARY,PUBLIC,7,5,1,1,56,
,Mbadim,Mbanoroki CHC,PRIMARY,PUBLIC,7,5,1,1,57,
,,Ukough FHC,PRIMARY,PUBLIC,7,5,1,1,58,
,,NKST Clinic Kuhe,PRIMARY,PRIVATE,7,5,1,2,59,
,,St. Veronica Agidi,PRIMARY,PRIVATE,7,5,1,2,60,
,,TPTC Clin Akpagher,PRIMARY,PRIVATE,7,5,1,2,61,
,,Prince Cli Akpagher,PRIMARY,PRIVATE,7,5,1,2,62,
,,NKST HP Gwar,PRIMARY,PRIVATE,7,5,1,2,63,
,Mbaanku,Mbazungwe CHC,PRIMARY,PUBLIC,7,5,1,1,64,
,,Win Cli Abagen,PRIMARY,PUBLIC,7,5,1,1,65,
,,Mbaandar CHC,PRIMARY,PUBLIC,7,5,1,1,66,
,,Mbastwar CHC,PRIMARY,PUBLIC,7,5,1,1,67,
,,NKST H.P Pika,PRIMARY,PRIVATE,7,5,1,2,68,
,Mbaavaraka,PHC Gbemacha,PRIMARY,PUBLIC,7,5,1,1,69,
,,Mbaagbanya PHC,PRIMARY,PUBLIC,7,5,1,1,70,
,Mbadam,PHC Mbadam,PRIMARY,PUBLIC,7,5,1,1,71,
,Mbakwen,Mgbanngun PHC,PRIMARY,PUBLIC,7,5,1,1,72,
,,Ukazo CHC,PRIMARY,PUBLIC,7,5,1,1,73,
,,Utakyu Mem Clinic,PRIMARY,PRIVATE,7,5,1,2,74,
,,Nat. Clinic Luga,PRIMARY,PRIVATE,7,5,1,2,75,
,,Adumbe CHC,PRIMARY,PUBLIC,7,5,1,1,76,
,,Uta Clinic Ikpa,PRIMARY,PRIVATE,7,5,1,2,77,
,,NKST clinic Ikpa,PRIMARY,PRIVATE,7,5,1,2,78,
,,NKST Clinic Annan,PRIMARY,PRIVATE,7,5,1,2,79,
,Mbatyu,PHC Tsekucha,PRIMARY,PUBLIC,7,5,1,1,80,
,,Kator Cli Tsekucha,PRIMARY,PRIVATE,7,5,1,2,81,
,,Tyodoo Cli Tsekucha,PRIMARY,PRIVATE,7,5,1,2,82,
,,Sylva Cli Tsekucha,PRIMARY,PRIVATE,7,5,1,2,83,
,Ukpekpe,Mbagar CHC,PRIMARY,PUBLIC,7,5,1,1,84,
,Mbatser,PHC Mbaswa,PRIMARY,PUBLIC,7,5,1,1,85,
,,NKST Cli Orya,PRIMARY,PRIVATE,7,5,1,2,86,
,,Fagwa Clinic Annex,PRIMARY,PRIVATE,7,5,1,2,87,
,Mbatan,Abetse CHC,PRIMARY,PUBLIC,7,5,1,1,88,
,,Mbahyande CHC,PRIMARY,PUBLIC,7,5,1,1,89,
,Utabar,PHC Tseakambe,PRIMARY,PUBLIC,7,5,1,1,90,
,,NKST Clinic,PRIMARY,PRIVATE,7,5,1,2,91,
,,AR Clinic Genyi,PRIMARY,PRIVATE,7,5,1,2,92,
,,Kua Usen Cli Kyado,PRIMARY,PRIVATE,7,5,1,2,93,
,Mbaiwar,CHC Affoh,PRIMARY,PRIVATE,7,5,1,2,94,
,Mbakpegh,NKST Anyogo Clinic,PRIMARY,PRIVATE,7,5,1,2,95,
,,Amana Clinic,PRIMARY,PRIVATE,7,5,1,2,96,
,,Alpha Cli Amaladu,PRIMARY,PRIVATE,7,5,1,2,97,
GUMA,Mbayer/Yandev,PHC Yogbo,PRIMARY,PUBLIC,7,6,1,1,1,
,,Hclinic Adai,PRIMARY,PUBLIC,7,6,1,1,2,
,,Hclinic Kurayemen,PRIMARY,PUBLIC,7,6,1,1,3,
,,Hclinic Ichange,PRIMARY,PUBLIC,7,6,1,1,4,
,,Hclinic Uhembe,PRIMARY,PUBLIC,7,6,1,1,5,
,,Hclinic Beeka,PRIMARY,PUBLIC,7,6,1,1,6,
,,Hclinic Mbayange,PRIMARY,PUBLIC,7,6,1,1,7,
,,Rev Ikpomko HP Uhembe,PRIMARY,PRIVATE,7,6,1,2,8,
,,Johada Hclinic,PRIMARY,PRIVATE,7,6,1,2,9,
,Nyiev,CHC Udei,PRIMARY,PUBLIC,7,6,1,1,10,
,,Immaculate HC Udei,PRIMARY,PRIVATE,7,6,1,2,11,
,,PHC Yelewata,PRIMARY,PUBLIC,7,6,1,1,12,
,,HP Hirnyam,PRIMARY,PUBLIC,7,6,1,1,13,
,,HPMkurem,PRIMARY,PUBLIC,7,6,1,1,14,
,,NKST Isherev,PRIMARY,PRIVATE,7,6,1,2,15,
,,Tripatile HC Udei,PRIMARY,PRIVATE,7,6,1,2,16,
,,Katungu HC Yelewat,PRIMARY,PRIVATE,7,6,1,2,17,
,Mbabai,CHC Uikpam,PRIMARY,PUBLIC,7,6,1,1,18,
,,Hpost Mbakyor,PRIMARY,PUBLIC,7,6,1,1,19,
,,HP Udoor,PRIMARY,PUBLIC,7,6,1,1,20,
,,HP Shirsha,PRIMARY,PUBLIC,7,6,1,1,21,
,,HP Atongo,PRIMARY,PUBLIC,7,6,1,1,22,
,,HP Ikpio,PRIMARY,PUBLIC,7,6,1,1,23,
,,HP Mbaasar,PRIMARY,PUBLIC,7,6,1,1,24,
,,HP Uger Agar,PRIMARY,PUBLIC,7,6,1,1,25,
,Nzorov,G.Hosp. Gbajiaba,SECONDARY,PUBLIC,7,6,2,1,26,
,,CHC Gbajimba,PRIMARY,PUBLIC,7,6,1,1,27,
,,HP Iordye,PRIMARY,PUBLIC,7,6,1,1,28,
,,HP Ormegha,PRIMARY,PUBLIC,7,6,1,1,29,
,,HP Imbesev,PRIMARY,PUBLIC,7,6,1,1,30,
,,HP Agbadu,PRIMARY,PRIVATE,7,6,1,2,31,
,,PHC Tersoo,PRIMARY,PRIVATE,7,6,1,2,32,
,,Polimatic H.clinic,PRIMARY,PRIVATE,7,6,1,2,33,
,Abinsi,PHC Centre Abinsi,PRIMARY,PUBLIC,7,6,1,1,34,
,,HP Ijoh,PRIMARY,PUBLIC,7,6,1,1,35,
,,PHClinic Abisi,PRIMARY,PRIVATE,7,6,1,2,36,
,,HP Nyamugbe,PRIMARY,PRIVATE,7,6,1,2,37,
,Kaambe,CHC Agasha,PRIMARY,PUBLIC,7,6,1,1,38,
,,HP Ikyor,PRIMARY,PUBLIC,7,6,1,1,39,
,,HP Tyulen,PRIMARY,PUBLIC,7,6,1,1,40,
,,HP Gberkyon,PRIMARY,PUBLIC,7,6,1,1,41,
,,HP Azom,PRIMARY,PUBLIC,7,6,1,1,42,
,,St. Macheal Cinic Agasha,PRIMARY,PRIVATE,7,6,1,2,43,
,,Suakor H.Clinin,PRIMARY,PRIVATE,7,6,1,2,44,
,Saghev,CHC Uzunghul,PRIMARY,PUBLIC,7,6,1,1,45,
,,HC Awambe,PRIMARY,PUBLIC,7,6,1,1,46,
,,HC Agenge,PRIMARY,PUBLIC,7,6,1,1,47,
,,HP Tsavnum,PRIMARY,PUBLIC,7,6,1,1,48,
,,HP Agbanyi,PRIMARY,PUBLIC,7,6,1,1,49,
,,HP.Tseghem,PRIMARY,PUBLIC,7,6,1,1,50,
,,NKST Ishan,PRIMARY,PRIVATE,7,6,1,2,51,
,,NKST Awambe,PRIMARY,PRIVATE,7,6,1,2,52,
,,NKST Andiar,PRIMARY,PRIVATE,7,6,1,2,53,
,,NKST Kpoughul,PRIMARY,PRIVATE,7,6,1,2,54,
,Uvir,CHC Tse-Akenyi,PRIMARY,PUBLIC,7,6,1,1,55,
,,HP Ukaa,PRIMARY,PUBLIC,7,6,1,1,56,
,,HP Kaseyo,PRIMARY,PUBLIC,7,6,1,1,57,
,,HP Ungwa Nyamilume,PRIMARY,PUBLIC,7,6,1,1,58,
,,HP Usenda,PRIMARY,PUBLIC,7,6,1,1,59,
,,HP Iye,PRIMARY,PUBLIC,7,6,1,1,60,
,,HP Imande-Dem,PRIMARY,PUBLIC,7,6,1,1,61,
,,HP Pakena,PRIMARY,PUBLIC,7,6,1,1,62,
,,Dooshima Clinic Kaseyo,PRIMARY,PRIVATE,7,6,1,2,63,
,Mbadwem,PHC Umenger,PRIMARY,PUBLIC,7,6,1,1,64,
,,PHC Torkula,PRIMARY,PUBLIC,7,6,1,1,65,
,,HP Asangeabur,PRIMARY,PUBLIC,7,6,1,1,66,
,,HP Uge,PRIMARY,PUBLIC,7,6,1,1,67,
,Mbawa,CHC Daudu,PRIMARY,PUBLIC,7,6,1,1,68,
,,HP Aliaguda,PRIMARY,PUBLIC,7,6,1,1,69,
,,HP Ankungu,PRIMARY,PUBLIC,7,6,1,1,70,
,,HP Chongu,PRIMARY,PUBLIC,7,6,1,1,71,
,,HP Gbande,PRIMARY,PUBLIC,7,6,1,1,72,
,,HP Nyior Aka,PRIMARY,PUBLIC,7,6,1,1,73,
,,HP Tse-Agbe,PRIMARY,PUBLIC,7,6,1,1,74,
,,HP Tugudu,PRIMARY,PUBLIC,7,6,1,1,75,
,,HP Mbakaanyol,PRIMARY,PUBLIC,7,6,1,1,76,
,,Aondofa Hclinic,PRIMARY,PRIVATE,7,6,1,2,77,
GWER,Mbalav/Aliade,General Hospita Aliade,SECONDARY,PUBLIC,7,7,2,1,1,
,,MCWC Aliade,PRIMARY,PUBLIC,7,7,1,1,2,
,,HC Lele,PRIMARY,PUBLIC,7,7,1,1,3,
,,St. Vincent Aliade,SECONDARY,PRIVATE,7,7,2,2,4,
,,Hossana Hosp. Aliade,SECONDARY,PRIVATE,7,7,2,2,5,
,,Hope Hosp. Aliade,SECONDARY,PRIVATE,7,7,2,2,6,
,Mbabur,Usar Clinic Usar,PRIMARY,PRIVATE,7,7,1,2,7,
,,Uyenge Clinic ,PRIMARY,PRIVATE,7,7,1,2,8,
,,HC Gungul,PRIMARY,PUBLIC,7,7,1,1,9,
,,Ahumbe Hclinic,PRIMARY,PUBLIC,7,7,1,1,10,
,Mbasombo,PHC Ikpayongo,PRIMARY,PUBLIC,7,7,1,1,11,
,,Ede Clinic Ikpayongo,PRIMARY,PRIVATE,7,7,1,2,12,
,,Jande Clinic Ikpayongo,PRIMARY,PRIVATE,7,7,1,2,13,
,,HC Ansambe,PRIMARY,PRIVATE,7,7,1,2,14,
,,Uphil Clinic Ikpayongo,PRIMARY,PRIVATE,7,7,1,2,15,
,,City clinic Ikpayongo,PRIMARY,PRIVATE,7,7,1,2,16,
,Mbakyaan,City Clinic Taraku,PRIMARY,PRIVATE,7,7,1,2,17,
,,Uzer Clinic Akpagher,PRIMARY,PRIVATE,7,7,1,2,18,
,,NKST Clinic Taraku,PRIMARY,PRIVATE,7,7,1,2,19,
,,HC Akpagher,PRIMARY,PUBLIC,7,7,1,1,20,
,,HC Uzer,PRIMARY,PUBLIC,7,7,1,1,21,
,,HC Ageba,PRIMARY,PUBLIC,7,7,1,1,22,
,Shough,NKST Usange,PRIMARY,PRIVATE,7,7,1,2,23,
,,HC Chihichan,PRIMARY,PUBLIC,7,7,1,1,24,
,Ugee,NKST Akor,PRIMARY,PRIVATE,7,7,1,2,25,
,,FSP Clinic Kyon,PRIMARY,PUBLIC,7,7,1,1,26,
,,HC Ulam,PRIMARY,PUBLIC,7,7,1,1,27,
,,HC Tsebiaga,PRIMARY,PUBLIC,7,7,1,1,28,
,,HC Shondokorhur,PRIMARY,PUBLIC,7,7,1,1,29,
,,HC Age,PRIMARY,PUBLIC,7,7,1,1,30,
,Ikwe,NKST Shana,PRIMARY,PRIVATE,7,7,1,2,31,
,,HC Akunde,PRIMARY,PUBLIC,7,7,1,1,32,
,,HC Igbor,PRIMARY,PUBLIC,7,7,1,1,33,
,,HC Uva,PRIMARY,PUBLIC,7,7,1,1,34,
,Kyonov,Ashina Hclinic,PRIMARY,PUBLIC,7,7,1,1,35,
,Akpachayi,HC Akpachayi,PRIMARY,PUBLIC,7,7,1,1,36,
,Gbemacha,HC Adetsav,PRIMARY,PUBLIC,7,7,1,1,37,
,,HC Tse-Aje,PRIMARY,PUBLIC,7,7,1,1,38,
,Mbalom,HC Agena,PRIMARY,PUBLIC,7,7,1,1,39,
,,HC Paka,PRIMARY,PUBLIC,7,7,1,1,40,
,,HC Hundu,PRIMARY,PUBLIC,7,7,1,1,41,
,Ityogbajir,HC Ukyari,PRIMARY,PUBLIC,7,7,1,1,42,
,,HC Tomatar,PRIMARY,PUBLIC,7,7,1,1,43,
GWER-WEST,Mbabuande,Mbaaken H clinic,PRIMARY,PUBLIC,7,8,1,1,1,
,,Adawa HC,PRIMARY,PUBLIC,7,8,1,1,2,
,,HP Tseagbe,PRIMARY,PUBLIC,7,8,1,1,3,
,Ikyaghev,GSSC HP Naka,PRIMARY,PUBLIC,7,8,1,1,4,
,,Staff Clinic,PRIMARY,PUBLIC,7,8,1,1,5,
,,CHC Naka,PRIMARY,PUBLIC,7,8,1,1,6,
,,Fr. Mathias Clinic Naka,PRIMARY,PRIVATE,7,8,1,2,7,
,,NKST HC Azukpu,PRIMARY,PRIVATE,7,8,1,2,8,
,,Terdoo HC ,PRIMARY,PRIVATE,7,8,1,2,9,
,,Asanyi HC,PRIMARY,PRIVATE,7,8,1,2,10,
,Avihijeme,Jor HP,PRIMARY,PUBLIC,7,8,1,1,11,
,,Achu HP,PRIMARY,PUBLIC,7,8,1,1,12,
,,Mbaiwar HC,PRIMARY,PUBLIC,7,8,1,1,13,
,Sengev,Kunav HP,PRIMARY,PUBLIC,7,8,1,1,14,
,,FSP Clinic Abian,PRIMARY,PUBLIC,7,8,1,1,15,
,,Mbachwa HP,PRIMARY,PUBLIC,7,8,1,1,16,
,Saghev Ukusu,Goh HP,PRIMARY,PUBLIC,7,8,1,1,17,
,,Jimba HC,PRIMARY,PUBLIC,7,8,1,1,18,
,,Ukusu HP,PRIMARY,PUBLIC,7,8,1,1,19,
,Tijime, Aondoana HP,PRIMARY,PUBLIC,7,8,1,1,20,
,,Nyadafa HP,PRIMARY,PUBLIC,7,8,1,1,21,
,Tsambe-Mbesev,Akume HP,PRIMARY,PUBLIC,7,8,1,1,22,
,,Yogbo HP,PRIMARY,PUBLIC,7,8,1,1,23,
,,Orawe HP,PRIMARY,PUBLIC,7,8,1,1,24,
,Tyoughatee-Injaha,Mbaiel HP,PRIMARY,PUBLIC,7,8,1,1,25,
,,Mbaabagher HP,PRIMARY,PUBLIC,7,8,1,1,26,
,,New Nigeria HP,PRIMARY,PRIVATE,7,8,1,2,27,
,,Gidan Pepa HP,PRIMARY,PUBLIC,7,8,1,1,28,
,Mbacohon,EEC HC Agagbe,PRIMARY,PUBLIC,7,8,1,1,29,
,,Neer HC,PRIMARY,PRIVATE,7,8,1,2,30,
,,NKST Ajigba,PRIMARY,PRIVATE,7,8,1,2,31,
,Mbapa,Ushakka HC,PRIMARY,PRIVATE,7,8,1,2,32,
,,Ukyongo HC,PRIMARY,PUBLIC,7,8,1,1,33,
,,Mbalosu HC,PRIMARY,PUBLIC,7,8,1,1,34,
,,K HCotiakoughul,PRIMARY,PUBLIC,7,8,1,1,35,
,Nyamshi,Nyamshi CH,PRIMARY,PUBLIC,7,8,1,1,36,
,Gaambe Ushin,Gbaja HP,PRIMARY,PUBLIC,7,8,1,1,37,
,,Mbapuun HP,PRIMARY,PUBLIC,7,8,1,1,38,
,Meerkyen,Kwashon HC,PRIMARY,PUBLIC,7,8,1,1,39,
,Gbange-Tongov,Tongov HP,PRIMARY,PUBLIC,7,8,1,1,40,
,,Ugende HP,PRIMARY,PUBLIC,7,8,1,1,41,
,Sengev-Yengev,Mbashija H C,PRIMARY,PUBLIC,7,8,1,1,42,
,,Agbogyaluwa,PRIMARY,PUBLIC,7,8,1,1,43,
KATSINA-ALA,Township,Gen Hosp Katsina,SECONDARY,PUBLIC,7,9,2,1,1,
,,CHC Katsina,PRIMARY,PUBLIC,7,9,1,1,2,
,,COE Sick Bay,PRIMARY,PUBLIC,7,9,1,1,3,
,,St. Geralds Clinic,PRIMARY,PRIVATE,7,9,1,2,4,
,,Nguher Clinic,PRIMARY,PRIVATE,7,9,1,2,5,
,,Nahuta Clinic,PRIMARY,PRIVATE,7,9,1,2,6,
,,Nasara Clinic,PRIMARY,PRIVATE,7,9,1,2,7,
,,Ola Clinic,PRIMARY,PRIVATE,7,9,1,2,8,
,,Sesugh Clinic,PRIMARY,PRIVATE,7,9,1,2,9,
,,Sample Clinic,PRIMARY,PRIVATE,7,9,1,2,10,
,,Bem Clinic,PRIMARY,PRIVATE,7,9,1,2,11,
,Utange,CHC Tordonga,PRIMARY,PUBLIC,7,9,1,1,12,
,,PHC Nyitar,PRIMARY,PUBLIC,7,9,1,1,13,
,,Mimidoo Cli Kasar,PRIMARY,PRIVATE,7,9,1,2,14,
,,PHC Imande Adamu,PRIMARY,PUBLIC,7,9,1,1,15,
,Michihe,PHC Abaji,PRIMARY,PUBLIC,7,9,1,1,16,
,,PHC Abah,PRIMARY,PUBLIC,7,9,1,1,17,
,Ikurav-Tiev 1,PHC Jov Mbayough,PRIMARY,PUBLIC,7,9,1,1,18,
,,PHC Mbasar,PRIMARY,PUBLIC,7,9,1,1,19,
,,NKST Cli Anmber,PRIMARY,PRIVATE,7,9,1,2,20,
,Ikurav-Tiev 2,PHC Ayua,PRIMARY,PUBLIC,7,9,1,1,21,
,,PHC Ikowe,PRIMARY,PUBLIC,7,9,1,1,22,
,,Nancy Family Clinic,PRIMARY,PRIVATE,7,9,1,2,23,
,Mbajir,WHC Facility Sai,PRIMARY,PUBLIC,7,9,1,1,24,
,,PHC Akako,PRIMARY,PUBLIC,7,9,1,1,25,
,,NKST Hosp Sai,SECONDARY,PRIVATE,7,9,2,2,26,
,,Abo Clinic Abako,PRIMARY,PRIVATE,7,9,1,2,27,
,Mbatyula/Mberev,WHS Mbatyula Agu,PRIMARY,PUBLIC,7,9,1,1,28,
,,PHC Mbatyula,PRIMARY,PUBLIC,7,9,1,1,29,
,,NKST HP Ikyegh,PRIMARY,PRIVATE,7,9,1,2,30,
,,NKST Clinic Akera,PRIMARY,PRIVATE,7,9,1,2,31,
,Yoosu,PHC Tacha,PRIMARY,PUBLIC,7,9,1,1,32,
,,PHC Tion -Kwase,PRIMARY,PUBLIC,7,9,1,1,33,
,,PHC Imbufa,PRIMARY,PUBLIC,7,9,1,1,34,
,,FSP Clinic ,PRIMARY,PUBLIC,7,9,1,1,35,
,Mbayongo,PHC Vingir,PRIMARY,PUBLIC,7,9,1,1,36,
,,PHC Igyudu,PRIMARY,PUBLIC,7,9,1,1,37,
,,PHC Kwaghaondo,PRIMARY,PUBLIC,7,9,1,1,38,
,,PHC Nagu,PRIMARY,PUBLIC,7,9,1,1,39,
,,CHC Gbise,PRIMARY,PUBLIC,7,9,1,1,40,
,,NKST CHC Gawa,PRIMARY,PRIVATE,7,9,1,2,41,
,,Yima Clinic,PRIMARY,PUBLIC,7,9,1,1,42,
,Mbacher,PHC Ikpaukur,PRIMARY,PUBLIC,7,9,1,1,43,
,,NKST CHC Harga,PRIMARY,PRIVATE,7,9,1,2,44,
,,Seafa Clinic Harga,PRIMARY,PRIVATE,7,9,1,2,45,
,Tiir,PHC Adikpo,PRIMARY,PUBLIC,7,9,1,1,46,
,,CHC Gbor,PRIMARY,PUBLIC,7,9,1,1,47,
,,PHC Ukuusu,PRIMARY,PUBLIC,7,9,1,1,48,
,,PHC Mbatom,PRIMARY,PUBLIC,7,9,1,1,49,
,,PHC Tsemakar,PRIMARY,PUBLIC,7,9,1,1,50,
,,PHC Tyogbenda Udende,PRIMARY,PUBLIC,7,9,1,1,51,
,,NKST Ubaya Clinic,PRIMARY,PRIVATE,7,9,1,2,52,
,,Salem Clinic Gbor,PRIMARY,PRIVATE,7,9,1,2,53,
,,HC Gbor,PRIMARY,PRIVATE,7,9,1,2,54,
,Iwar,PHC Aamaafu,PRIMARY,PUBLIC,7,9,1,1,55,
,,PHC Akugh,PRIMARY,PUBLIC,7,9,1,1,56,
,,PHC Une,PRIMARY,PUBLIC,7,9,1,1,57,
,,PHC Mbajiir,PRIMARY,PUBLIC,7,9,1,1,58,
,,PHC Numbeve,PRIMARY,PUBLIC,7,9,1,1,59,
,Michihe,NKST CHC Abaji,PRIMARY,PRIVATE,7,9,1,2,60,
KONSHISHA,Mbatem,Gen. Hosp. Tse-Agberagba,SECONDARY,PUBLIC,7,10,2,1,1,
,,CHC Tse-Agberagba,PRIMARY,PUBLIC,7,10,1,1,2,
,,NKST PHC Iber,PRIMARY,PRIVATE,7,10,1,1,3,
,,CHC Ugabikyo,PRIMARY,PUBLIC,7,10,1,1,4,
,,PHC Salagi,PRIMARY,PUBLIC,7,10,1,1,5,
,,Leke C & Mat,PRIMARY,PRIVATE,7,10,1,2,6,
,,Mimi Clinic Tse-Aberagba,PRIMARY,PRIVATE,7,10,1,2,7,
,,CHC Tyough,PRIMARY,PUBLIC,7,10,1,1,8,
,Mbaikyase,Holy Lamb Hospital,SECONDARY,PRIVATE,7,10,2,2,9,
,,PHC Gungul,PRIMARY,PUBLIC,7,10,1,1,10,
,,CHC Mbaakpur,PRIMARY,PRIVATE,7,10,1,2,11,
,,CH Clinic Tyoate,PRIMARY,PUBLIC,7,10,1,1,12,
,,CH Clinic Anyirama,PRIMARY,PUBLIC,7,10,1,1,13,
,,Domikya Clinic,PRIMARY,PRIVATE,7,10,1,2,14,
,,NKST Clinic Gungul,PRIMARY,PRIVATE,7,10,1,2,15,
,,NKST Yande,PRIMARY,PRIVATE,7,10,1,2,16,
,Mbake,St. Josephh Clinic Kornya,PRIMARY,PRIVATE,7,10,1,2,17,
,,Seta Medical Centre,SECONDARY,PRIVATE,7,10,2,2,18,
,,PHC Kornya,PRIMARY,PUBLIC,7,10,1,1,19,
,,CHC Mbatyough,PRIMARY,PUBLIC,7,10,1,1,20,
,,Sauki Clinic Kornya,PRIMARY,PRIVATE,7,10,1,2,21,
,,NKST PHC Ikaave,PRIMARY,PRIVATE,7,10,1,2,22,
,,Dzamber Clinic ,PRIMARY,PRIVATE,7,10,1,2,23,
,Mbanor,CHC Uboagera,PRIMARY,PUBLIC,7,10,1,1,24,
,,CHC Jirgba,PRIMARY,PUBLIC,7,10,1,1,25,
,Mbasten,Gemanen Clinic,PRIMARY,PUBLIC,7,10,1,1,26,
,,CHC Ageede,PRIMARY,PUBLIC,7,10,1,1,27,
,,HC Amua,PRIMARY,PUBLIC,7,10,1,1,28,
,,By Grace Clinic  ,PRIMARY,PRIVATE,7,10,1,2,29,
,,CHC Agbanyi,PRIMARY,PUBLIC,7,10,1,1,30,
,Mbawar,NKST Clinic Ishua,PRIMARY,PRIVATE,7,10,1,2,31,
,,Faounttain Clinic,PRIMARY,PRIVATE,7,10,1,2,32,
,,CHC Agaku,PRIMARY,PUBLIC,7,10,1,1,33,
,,CHC Igbuugh,PRIMARY,PUBLIC,7,10,1,1,34,
,,CHC Mbaikpande,PRIMARY,PUBLIC,7,10,1,1,35,
,,Amber Gbaa Clinic,PRIMARY,PRIVATE,7,10,1,2,36,
,,Mercy Clinic Ijov,PRIMARY,PRIVATE,7,10,1,2,37,
,,CHC Jov-Mbavaa,PRIMARY,PUBLIC,7,10,1,1,38,
,,CHC Akpulu,PRIMARY,PUBLIC,7,10,1,1,39,
,Iwarnyam,PHC Awajir,PRIMARY,PUBLIC,7,10,1,1,40,
,,CHC Jija,PRIMARY,PUBLIC,7,10,1,1,41,
,,CHC Huma,PRIMARY,PUBLIC,7,10,1,1,42,
,,CHC Guleya,PRIMARY,PUBLIC,7,10,1,1,43,
,,CHC Anuma,PRIMARY,PUBLIC,7,10,1,1,44,
,,CHC Jov-Kyundam,PRIMARY,PUBLIC,7,10,1,1,45,
,,Uavande Clinic,PRIMARY,PRIVATE,7,10,1,2,46,
,,Gratia PHC,PRIMARY,PRIVATE,7,10,1,2,47,
,,Terna Clinic Jov-Kyundan,PRIMARY,PRIVATE,7,10,1,2,48,
,Mbagusa,CHC Manta,PRIMARY,PUBLIC,7,10,1,1,49,
,,CHC Shiriki,PRIMARY,PUBLIC,7,10,1,1,50,
,,NKST Gbadema,PRIMARY,PRIVATE,7,10,1,2,51,
,Mbayegh,NKST Tondo,PRIMARY,PRIVATE,7,10,1,2,52,
,,PHC Ubwa,PRIMARY,PUBLIC,7,10,1,1,53,
,,CHC Ikpeakor,PRIMARY,PUBLIC,7,10,1,1,54,
,,Ashido Clinic,PRIMARY,PRIVATE,7,10,1,2,55,
,,Nyamgbe Clinic,PRIMARY,PRIVATE,7,10,1,2,56,
,Ikyurav,CHC Mbagba,PRIMARY,PUBLIC,7,10,1,1,57,
,,PHC DIO,PRIMARY,PUBLIC,7,10,1,1,58,
,,NKST Deke,PRIMARY,PRIVATE,7,10,1,2,59,
KWANDE,Adikpo Township,Gen. Hosp. Adikpo,SECONDARY,PUBLIC,7,11,2,1,1,
,,St Monica Hosp. Adikpo,SECONDARY,PRIVATE,7,11,2,2,2,
,,NKST Hosp Adikpo,SECONDARY,PRIVATE,7,11,2,2,3,
,,Icheen Clinic,PRIMARY,PRIVATE,7,11,1,2,4,
,,Shaladoo Clinic,PRIMARY,PRIVATE,7,11,1,2,5,
,,Calvary Hospital,SECONDARY,PRIVATE,7,11,2,2,6,
,,PHC Adikpo,PRIMARY,PUBLIC,7,11,1,1,7,
,Agbakyaan,PHC Agbakyaan,PRIMARY,PUBLIC,7,11,1,1,8,
,,PHC Gbe,PRIMARY,PUBLIC,7,11,1,1,9,
,,CHC Ihonam,PRIMARY,PUBLIC,7,11,1,1,10,
,,CHC Abenga,PRIMARY,PUBLIC,7,11,1,1,11,
,Usar,PHC Gube Usar,PRIMARY,PUBLIC,7,11,1,1,12,
,Mbakesta,PHC Ajio,PRIMARY,PUBLIC,7,11,1,1,13,
,,CHC Kohol,PRIMARY,PUBLIC,7,11,1,1,14,
,Tondov I,CHC Tse-Kwange,PRIMARY,PUBLIC,7,11,1,1,15,
,,CHC Iyo,PRIMARY,PUBLIC,7,11,1,1,16,
,,CHC Mbakunu,PRIMARY,PUBLIC,7,11,1,1,17,
